,text,label
2063,"Francisco Partners Announces Completion of Fundraising, Closes on nearly $17 Billion in New Capital  https://t.co/Hd1xr7YGvS  https://t.co/sGw6zAm1mc",2
13593,Sri Lanka's parliament will choose a new president on July 20. Follow latest updates from the bankrupt island nation here  https://t.co/6GwdkXTDXa,16
13422,Former US Secretary of State Henry Kissinger said geopolitics today requires “Nixonian flexibility” to help defuse conflicts between the US and China as well as Russia and the rest of Europe  https://t.co/pUc1MlIthD,16
2782,$GOL - GOL sees ~80% growth in June prelim departures  https://t.co/NNbTOE2x0H,2
2824,$LAZ - Lazard assets under management slips ~8.2% in June  https://t.co/qqd6JS5Wbo,2
1393,GeoPark Announces the Results of Its 2022 Annual General Meeting  https://t.co/febVQHoSeb  https://t.co/YTalF09EHh,2
8256,Most of Africa's gas is going to Europe—leaving millions in Africa to rely on dirty diesel and kerosene for power. Africa's leaders say they're ready to put an end to that exploitation.  Read The Big Take ⬇️  https://t.co/Zqi8usdPCX,9
2093,SiTration Raises $2.35 Million in Pre-Seed Funding to Revolutionize Battery Recycling for Electric Vehicles  https://t.co/TQzpNciYuP  https://t.co/8i9W8dqdgC,2
12125,New ETFs Put Focus On Overnight Trading's Upside  https://t.co/gyG7K26yOj,15
3878,Dollar set for 3rd consecutive week of gains as recession risks loom - Reuters   https://t.co/tPaahaRtDJ,8
8610,@illumined1 thank Mike,9
13174,"Just in: As Conservative MPs prepared to vote in the second round of the contest to choose a new leader and prime minister, UK foreign secretary Liz Truss tried to kick-start her campaign and unite the right behind her bid  https://t.co/7GrqLkxljk",16
11198,"Working Paper: Product quality, measured inflation and monetary policy  https://t.co/84DyUWIwPC",14
330,Activision employees announce second union ahead of game company's sale to Microsoft  https://t.co/2azP38sGYz,2
16466,$IQ (+7.9% pre) iQIYI Enters into Content Licensing Cooperation with Douyin - SI   https://t.co/EF5ZJZc4lS,19
11854,#Market recoups some losses with help from #megacaps $AMZN $META $NVDA $WOLF $TSM $AMD $SPY $QQQ $DIA $SPX $COMPQ $DJIA  https://t.co/LzEmmlQJhI #economy #stockmarket,15
11596,The US said Mexico’s nationalist energy policies violate North America’s free-trade deal and has requested dispute-settlement talks under the agreement  https://t.co/npoLdZ3GSV,14
3139,"Klarna, once fintech’s darling, slashed its valuation to raise fresh funds, generating both losses and gains for Silicon Valley’s biggest players  https://t.co/eGULUexmLU",2
15262,$NVST - Envista Holdings: Not Sinking My Teeth In Yet.  https://t.co/a7S7fRXZsj #markets #trading #stocks,18
1838,"Carlson Capital, L.P. UK Regulatory Announcement: Form 8.3 - Ultra Electronics Holdings Plc  https://t.co/G8ERVXkkhV  https://t.co/r2PmDT6d4Y",2
15555,$ETY - ETY: Unprecedented Times Act As Real Stress Test For This CEF.  https://t.co/oJo1tYxF5L #finance #economy #stocks,18
16275,$U $IS - Unity Software drops 15% in wake of sales outlook cut; $4.4B ironSource deal  https://t.co/DCmmC0WV0Z,19
4053,Albertsons Companies Announces Common Stock Dividend  https://t.co/RWXdQYUWzR  https://t.co/FHCu1ZXXW5,4
12230,"WATCH: U.S. stocks reversed course, ending lower after seeing gains earlier in the day, after a report said Apple plans to slow hiring and spend less next year  https://t.co/HZ2aqtJsa1 $AAPL  https://t.co/fLMbKC4B7M",15
231,Upgrades 7/21: $BHLB $BRX $CSX $F $IDXX $KT $LVS $SWN  . Downgrades 7/21: $COMP $COOK $DOCU $ELAN $FIGS $HSIC $NVTA $PECO $PVH $PZZA $SFT $SYK $VBLT $ZTS,0
235,Morgan Stanley Sees Stock Losses Even If There’s No Recession - BBG   https://t.co/7Cbj1O0vum,0
15357,$DMLRY $DDAIF - Mercedes-Benz's Focus On Profitability Could Make It An Inflation Hedge.  https://t.co/UKpoCNNg4T #markets #economy #trading,18
8006,Denmark broke EU rules by letting local dairy producers market a cheese as “Feta” outside the region  https://t.co/aWTkQkDEmO,9
10866,"The UK economy returned to growth in May after a contraction in April, surprising economists and raising expectations for a larger interest rate increase by the Bank of England at its next meeting  https://t.co/ITTpMAFDbH  https://t.co/mVTOIYvbsp",14
13272,"Former President Trump Looks To Autumn Launch For 2024, Potentially Upending Midterms - WP  https://t.co/cCfkPNkk2B",16
11033,Swiss Exports Real (M/M) Jun: 0.9% (prevR 2.9%)  - Swiss Imports Real (M/M) Jun: -0.1% (prevR 7.7%)  - Swiss Watch Exports Real (Y/Y) Jun: 8.1% (prev 13.6%),14
15952,$SCANX: Early premarket gappers  https://t.co/GVCLllY995,19
355,Ford’s first real attempt at an electric vehicle has been quite a hit with critics — and could help the company take on Tesla.  https://t.co/PHG2qiaydA,2
11527,"The US government backs exporting sanctioned pipeline equipment to Germany, giving a diplomatic boost to Justin Trudeau after withering criticism from Ukraine and its large diaspora in Canada  https://t.co/RDfpACKY0w",14
13988,$PRESS: Morning Reading Summary  https://t.co/9FUqv3QOV1,18
13166,"In case you missed it: Gotabaya Rajapaksa has resigned as president of Sri Lanka, marking the downfall of one of Asia’s most powerful political dynasties  https://t.co/2PsAkEhTbH",16
11678,Economists forecast that inflation will hit a fresh pandemic peak that's set to keep the Fed geared for another big interest-rate hike later this month  https://t.co/1ZFtchwN15,14
2293,"Skybridge Capital, Anthony Scaramucci's firm, suspended withdrawals 'until we can raise capital'  https://t.co/7eAxHW8Vsm",2
10142,Global Frictionless Commerce Growth Opportunities Report 2022 -  https://t.co/guyiBzPH8C  https://t.co/s0v1p8xLmo  https://t.co/DR12gjLy9q,14
5359,$COMDX: Energy Settlement Prices  https://t.co/goP5w1Ixf9,6
6826,"Wow, if you showed me that $NFLX report ahead of time, would think it would be down sharply  If does not fade, truly showing how washed out sentiment is, low-bar  Q3 guided EPS of $2.14 vs. $2.76Consensus; Revenues of $7.838B vs. $8.1B and major margin cut",7
3674,"TotalEnergies is in talks to import diesel and other fuels from the UAE, heeding a call from the French government to source alternatives to Russian supplies ahead of winter  https://t.co/huOQopwnBh",2
14010,$WIRES: On The Wires  https://t.co/z9chAvACrQ,18
15596,$WPC - W. P. Carey: Too Late To Buy Aggressively Now (Technical Analysis).  https://t.co/NzAlwWyPG6 #markets #stockmarket #stocks,18
12804,"Biden’s economic approval rating falls to new low on fear about inflation, CNBC survey finds  https://t.co/Pz6gBpZaEw",16
8338,3 of the world’s most powerful passports in 2022 are from Asia. Here are the top 10 in terms of travel freedom  https://t.co/CZJ6ynsjiL,9
12091,The Dow fell and bond yields jumped after inflation reached a new four-decade high  https://t.co/8TUXQLHpAd,15
10393,"Manhattan apartment rents keep shattering records, with the median hitting $4,050 in June. And there's only more pain ahead for prospective tenants  https://t.co/wXJv5Fr7jy",14
14008,$CROX $CRNC $AMRN,18
2342,MSC Cruises has set its sights on the U.S. market  https://t.co/f4Md4hc8Ug,2
1137,MetLife Foundation Announces Strategy to Drive Inclusive Economic Mobility  https://t.co/ke0aC3vPoA  https://t.co/7ZE8ZounKK,2
5209,$OPSSF $OPS:CA - Opsens Inc. (OPSSF) CEO Louis Laflamme on Q3 2022 Results - Earnings Call Transcript.  https://t.co/tkw4mVwEvY #finance #business #stocks,5
13317,👋 Italy’s Prime Minister Mario Draghi offered his resignation. 🙅‍♂️ President Sergio Mattarella rejected it.  Now what? @TEbhardt has more on the turmoil in Italy  https://t.co/YeFBHdMtTu  https://t.co/CZDSJfG1g1,16
753,Bitcoin cultists going to lose their shit about Tesla converting its BTC back to fiat lol,2
8229,"People in Sri Lanka have been protesting against severe shortages of food and fuel, which have shut schools and offices and are expected to stoke inflation to 70%  https://t.co/UwjI9Ws2Iy  https://t.co/TArimMCFiC",9
990,Capgemini Invent Collaborates With Boston University on Scholarship Fund Supporting Future Business Leaders  https://t.co/rv9ruf2Wlu  https://t.co/pNAwr52xkz,2
16535,"$TWTR (+1.0% pre) Twitter Plans to Hold Elon Musk 'Fully Accountable', Lawsuit Seen as 'Very Strong' - SI   https://t.co/1vYiEgmuag",19
5953,"“Inflation is expected to get worse before it gets better.” The worst of the global price shocks triggered by the war in Ukraine and Covid-induced supply disruptions probably isn’t over yet, Singapore's central bank says  https://t.co/dHg66xZptF",1
1510,KRISPY KREME® Partners with Popsicle® and Good Humor® for its First-Ever Ice Cream Truck Doughnuts  https://t.co/vRcdC52znG  https://t.co/NxXBoCr3CG,2
3391,"Ford is preparing to cut as many as 8,000 jobs in the coming weeks as the automaker tries to boost profits to fund its push into the electric-vehicle market, sources say  https://t.co/Ri32F6QItN",2
15078,$PARA $PARAA $PARAP - How A 15% Yield Creates Losses On Paramount Global Preferred Shares.  https://t.co/3Zud75ViTj #business #economy #investing,18
16588,$LLAP (-3.1% pre) Form S-1 Terran Orbital Corp   https://t.co/o77PeoRANH,19
5872,"The Fed is winning against inflation despite red-hot June CPI number, Jim Cramer says  https://t.co/Qsba7mA8iq",1
6750,$BHLB: Berkshire Hills Bancorp beats by $0.04  https://t.co/6GkOtjY10r,7
8097,"Ukrainian rescue workers are still recovering bodies from the debris of a five-storey apartment block where at least 47 people were killed, according to the State Emergencies Service  Latest updates:  https://t.co/CjtIzIIWVK  https://t.co/iJ3TZYBeyc",9
14101,"$SMH watching $218.81, 220.44 the 50ma daily then June 10 low 223.42.  Trading an ETF keeps ER season a bit easier, spreading risk and don't have to sell if not a let it ride.",18
13635,"The Biden administration is vetting Ismail “Izzy” Ramsey to serve as the top federal prosecutor in San Francisco, an office that tackles high-profile crime in Silicon Valley and the Bay Area  https://t.co/pgZyHt1yN8",16
6664,Yellen says U.S. aims to move ahead with global minimum corporate tax despite setback  https://t.co/SuYjJF8EoD  https://t.co/IvxhkYbS3J,1
15956,$GS: Goldman Sachs +4% joining rally in financials today following strong Citigroup quarter; that report seems to be...  https://t.co/E08277MYxQ,19
2254,Esri Launches Indoor Positioning System for Facility Wayfinding  https://t.co/uSWeV8TUoH  https://t.co/KaUrIMqCNd,2
4744,"Columbia Sportswear Company to Announce Second Quarter 2022 Financial Results on Wednesday, July 27, 2022  https://t.co/m3mFO5Wa0j  https://t.co/9MtFEPkNo2",5
16545,$XRTX (+87.0% pre) XORTX jumps after early encouraging data for rare disease therapy - SA   https://t.co/tavRwDTc2V,19
6571,"Cryptoassets may have some “extrinsic” value thanks to people’s desire to collect the tokens, BOE Governor Andrew Bailey says, reiterating his critique that they lack “intrinsic” worth  https://t.co/t2uyvWtQgq",1
15559,$CHWY - Chewy: Many Crosswinds To Chew On.  https://t.co/KPt9ea1P6r #economy #trading #finance,18
16947,Bond investors are demanding a premium to hold Australia’s sovereign debt after being burned by the central bank’s failure to provide reliable guidance on inflation and interest rates  https://t.co/UdXcMWue3p,3
12641,"$CDK - CDK Global's CEO, CFO and COO steps down as part of the merger announcement last week  https://t.co/NlDpZakL2M",17
16077,$LGVN added + shares off $HOTH Squeeze over 7.61  https://t.co/pZcGFeUYde,19
9312,"Digital Currency Group, the parent company of crypto brokerage Genesis, filed a $1.2 billion claim against Three Arrows Capital, making it the largest creditor of the bankrupt crypto hedge fund  https://t.co/AXAVpoRx1N",12
349,SoftBank reportedly pauses plan for Arm's London listing  https://t.co/jI6kRROZO5,2
16244,$LEDS $KSPN $KOPN - Kaspien and Kopin top tech gainers; Onion Global and Swvl among losers  https://t.co/qZbSCg9V1e,19
13461,"Putin said that Russia is facing “colossal challenges” in the high-tech sector, an unusually frank admission of the difficulties the Kremlin is experiencing as sanctions begin to bite.  Latest updates:  https://t.co/wlz4YvcNC8  https://t.co/qFrTUfRYAA",16
3589,Red Hat helped IBM turn around years of stagnant growth — its new CEO promises more of the same  https://t.co/0s5Sg1yrWX,2
7024,"$VALE - Vale cuts 2022 production guidance for iron ore, copper  https://t.co/8cxD5jewjV",7
16197,$CGC $MMNFF $ACB - Canopy Growth posts best intraday gain since 2018 as pot stocks rally  https://t.co/BEhwjCvNeS,19
11565,"Brazil negotiating to buy cheaper diesel from Russia as part of strategy to reduce domestic fuel prices. Deal would come after Bolsonaro visited Putin in February, days before Ukraine invasion, in bid to ensure steady supply of fertilizer exports to Brazil  https://t.co/8phBvbijvL",14
12517,jCyte Announces Appointment of Dr. Stewart Craig as Chief Technology Officer  https://t.co/Fen0Bakpy1  https://t.co/tgZtTO55Dg,17
4449,"The ODP Corporation to Announce Second Quarter 2022 Earnings Results Wednesday, August 3, 2022  https://t.co/2qZgVP0qvT  https://t.co/NA13U9cyVs",5
12379,Tech and Retail Industry Leader Ashish Agrawal Joins MakerSights as Senior Vice President of Product  https://t.co/cHhlbr3ikK  https://t.co/uiC7R2Om2w,17
8131,China is continuing to open up its financial markets. Here's what's new  https://t.co/fi9pfkw8qe,9
2216,"Pact Group Unlocks Operational Efficiencies with SnapLogic’s Self-Service, No-Code Integration and Automation Flows  https://t.co/07krCm61F1  https://t.co/c3vsQnIaPS",2
1677,"ISG to Publish Report on Public Cloud Services, Solutions  https://t.co/lAeWjkEJe0  https://t.co/0zyV81nGoi",2
6386,Fed’s Bullard: Solid US Economy Can Handle Rising Rates - AP   https://t.co/rDcNEwLHsP,1
10850,"St. Louis Fed Financial Stress Index increases for a second week in a row, to -1.1661 in the week ended July 1, up from -1.3763 a week earlier (0=normal stress)  https://t.co/6xLhYADFpn  https://t.co/beiy7Q1j1E",14
1319,"TravelCenters of America Celebrates 50 Years with $50,000 of Giving  https://t.co/U1s5TTspA5  https://t.co/KfJBzMjT0g",2
135,"$CF $NTR - CF Industries, Nutrien slapped with Sell-equivalent ratings at Credit Suisse  https://t.co/xhJX1hSZvG",0
8002,High-profile memorials are planned to pay tribute to more than 230 peple who lost their lives in deadly floods in Germany and Belgium one year ago (via AP)   https://t.co/F0na0nGvuZ,9
16540,$PLRX (+2.7% pre) Pliant Therapeutics Inc. (PLRX) Prices Upsized 10.81M Share Offering at $18.50/sh - SI   https://t.co/TSDlpOoWbi,19
1320,Vecino Energy Receives $200 Million Equity Commitment from EnCap Flatrock Midstream  https://t.co/zDj27Q6jWM  https://t.co/4QPXqb3xGe,2
818,Cushman &amp; Wakefield Among First Group of Companies to Have Net Zero Target Approved by the Science Based Targets initiative  https://t.co/OKfVSuhcBj  https://t.co/qrUyY50ioe,2
